0.522727,0.920000
0.555556,0.600000
0.620690,0.720000
0.678571,0.760000
0.842105,0.640000
0.583333,0.560000
0.533333,0.640000
0.684211,0.520000
0.518519,0.560000
0.625000,0.600000
0.666667,0.560000
0.625000,0.800000
0.695652,0.640000
0.473684,0.720000
0.588235,0.400000
0.571429,0.640000
0.333333,0.280000
0.823529,0.560000
0.727273,0.640000
0.600000,0.480000
0.592593,0.640000
0.437500,0.560000
0.571429,0.640000
0.739130,0.680000
0.478261,0.440000
0.712121,0.940000
0.612903,0.760000
0.535714,0.600000
0.571429,0.800000
0.620690,0.720000
0.500000,0.280000
0.558824,0.760000
0.666667,0.800000
0.571429,0.640000
0.750000,0.600000
0.800000,0.640000
0.459459,0.680000
0.720000,0.720000
0.703704,0.760000
0.681818,0.600000
0.620690,0.720000
0.642857,0.720000
0.551724,0.640000
0.500000,0.360000
0.558824,0.760000
0.444444,0.320000
0.500000,0.600000
0.580645,0.720000
0.600000,0.840000
0.640000,0.640000
0.782609,0.720000
0.541667,0.520000
0.545455,0.480000
0.555556,0.200000
0.687500,0.440000
0.625000,0.400000
0.592593,0.640000
0.678571,0.760000
0.657143,0.920000
0.608696,0.560000
0.684932,1.000000
0.551724,0.640000
0.578947,0.440000
0.541667,0.520000
0.653846,0.680000
0.640000,0.640000
0.523810,0.440000
0.517241,0.600000
0.566667,0.680000
0.714286,0.600000
0.666667,0.480000
0.619048,0.520000
0.666667,0.720000
0.514286,0.720000
0.625000,0.800000
0.857143,0.720000
0.458333,0.440000
0.615385,0.640000
0.483871,0.600000
0.454545,0.600000
0.652174,0.600000
0.620690,0.720000
0.657143,0.920000
0.619048,0.520000
0.800000,0.640000
0.666667,0.720000
0.705882,0.960000
0.380952,0.320000
0.611111,0.880000
0.450000,0.360000
0.590909,0.520000
0.700000,0.560000
0.727273,0.320000
0.526316,0.400000
0.586207,0.680000
0.933333,0.560000
0.538462,0.840000
Avg:0.609966,0.623299
